,name,size,monster_type,alignment,ac,hp,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,senses,languages,cr,str_save,dex_save,con_save,int_save,wis_save,cha_save,speed,swim,fly,climb,burrow,number_legendary_actions,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,info,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,legend_action_1,legend_action_2,legend_action_3,legend_action_4,legend_action_5
281,Thug,Medium,Humanoid (any race),any non-good alignment,11,32,15,2,11,0,14,2,10,0,10,0,11,0,passive Perception 10,Any One Language (Usually Common),1/2,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pack Tactics. The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated.,Multiattack. The thug makes two melee attacks.,"Mace. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d6 + 2) bludgeoning damage.","Heavy Crossbow. Ranged Weapon Attack: +2 to hit, reach 100/400 ft., one target. Hit: (1d10) piercing damage.",,,,,,,,,,,,
282,Tiger,Large,Beast,unaligned,12,37,17,3,15,2,14,2,3,-4,12,1,8,-1,"Darkvision 60 Ft., passive Perception 13",,1,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keen Smell. The tiger has advantage on Wisdom (Perception) checks that rely on smell. | Pounce. If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.","Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d10 + 3) piercing damage.","Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d8 + 3) slashing damage.",,,,,,,,,,,,,
283,Treant,Huge,Plant,chaotic good,16,138,23,6,8,-1,21,5,12,1,16,3,12,1,passive Perception 13,"Common, Druidic, Elvish, Sylvan",9,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False Appearance. While the treant remains motionless, it is indistinguishable from a normal tree. | Siege Monster. The treant deals double damage to objects and structures.",Multiattack. The treant makes two slam attacks.,"Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: (3d6 + 6) bludgeoning damage.","Rock. Ranged Weapon Attack: +10 to hit, reach 60/180 ft., one target. Hit: (4d10 + 6) bludgeoning damage.","Animate Trees (1/Day). The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible.",,,,,,,,,,,
284,Tribal Warrior,Medium,Humanoid (any race),any alignment,12,11,13,1,11,0,12,1,8,-1,11,0,8,-1,,Any One Language,1/8,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pack Tactics. The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 ft. of the creature and the ally isn't incapacitated.,"Spear. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: (1d8 + 1) piercing damage. two handed","Spear. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: (1d6 + 1) piercing damage.","Spear. Ranged Weapon Attack: +3 to hit, reach 20/60 ft., one target. Hit: (1d6 + 1) piercing damage.",,,,,,,,,,,,
285,Triceratops,Huge,Beast,unaligned,13,95,22,6,9,-1,17,3,2,-4,11,0,5,-3,,,5,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trampling Charge. If the triceratops moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.","Gore. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: (4d8 + 6) piercing damage.","Stomp. Melee Weapon Attack: +9 to hit, reach 5 ft., one prone creature. Hit: (3d10 + 6) bludgeoning damage.",,,,,,,,,,,,,
286,Troll,Large,Giant,chaotic evil,15,84,18,4,13,1,20,5,7,-2,9,-1,7,-2,"Darkvision 60 Ft., passive Perception 12",Giant,5,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keen Smell. The troll has advantage on Wisdom (Perception) checks that rely on smell. | Regeneration. The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.",Multiattack. The troll makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (1d6 + 4) piercing damage.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) slashing damage.",,,,,,,,,,,,
287,Tyrannosaurus Rex,Huge,Beast,unaligned,13,136,25,7,10,0,19,4,2,-4,12,1,9,-1,passive Perception 14,,8,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Multiattack. The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.,"Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: (4d12 + 7) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the tyrannosaurus can't bite another target","Tail. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: (3d8 + 7) bludgeoning damage.",,,,,,,,,,,,
288,Unicorn,Large,Celestial,lawful good,12,67,18,4,14,2,15,2,11,0,17,3,16,3,"Darkvision 60 Ft., passive Perception 13","Celestial, Elvish, Sylvan, Telepathy 60 Ft.",5,,,,,,,50,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"Charge. If the unicorn moves at least 20 ft. straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone. | Innate Spellcasting. The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components: |  | At will: detect evil and good, druidcraft, pass without trace | 1/day each: calm emotions, dispel evil and good, entangle | Magic Resistance. The unicorn has advantage on saving throws against spells and other magical effects. | Magic Weapons. The unicorn's weapon attacks are magical.",Multiattack. The unicorn makes two attacks: one with its hooves and one with its horn.,"Hooves. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) bludgeoning damage.","Horn. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (1d8 + 4) piercing damage.","Healing Touch (3/Day). The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition, the touch removes all diseases and neutralizes all poisons afflicting the target.","Teleport (1/Day). The unicorn magically teleports itself and up to three willing creatures it can see within 5 ft. of it, along with any equipment they are wearing or carrying, to a location the unicorn is familiar with, up to 1 mile away.",,,,,,Hooves.The unicorn makes one attack with its hooves.,"Shimmering Shield (Costs 2 Actions).The unicorn creates a shimmering, magical field around itself or another creature it can see within 60 ft. of it. The target gains a +2 bonus to AC until the end of the unicorn's next turn.",Heal Self (Costs 3 Actions).The unicorn magically regains 11 (2d8 + 2) hit points.,,
289,Vampire,Medium,Undead (shapechanger),lawful evil,16,144,18,4,18,4,18,4,17,3,15,2,18,4,"Darkvision 120 Ft., passive Perception 17",The Languages It Knew In Life,13,,+9,,,+7,+9,30,0,0,0,0,3,0,7,9,0,0,0,0,0,0,0,0,"Shapechanger. If the vampire isn't in sun light or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form. While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies. While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight. | Legendary Resistance (3/Day). If the vampire fails a saving throw, it can choose to succeed instead. | Misty Escape. When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed. While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point. | Regeneration. The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn. | Spider Climb. The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. | Vampire Weaknesses. The vampire has the following flaws: Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants. Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water. Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed. Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","Multiattack (Vampire Form Only). The vampire makes two attacks, only one of which can be a bite attack.","Unarmed Strike (Vampire Form Only). Melee Weapon Attack: +9 to hit, reach 5 ft., one creature. Hit: (1d8 + 4) bludgeoning damage. Instead of dealing damage, the vampire can grapple the target (escape DC 18)","Bite (Bat or Vampire Form Only). Melee Weapon Attack: +9 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. Hit: (1d6 + 4) piercing damage plus (3d6)necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control","Charm. The vampire targets one humanoid it can see within 30 ft. of it. If the target can see the vampire, the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control, it takes the vampire's requests or actions in the most favorable way it can, and it is a willing target for the vampire's bit attack. Each time the vampire or the vampire's companions do anything harmful to the target, it can repeat the saving throw, ending the effect on itself on a success. Otherwise, the effect lasts 24 hours or until the vampire is destroyed, is on a different plane of existence than the target, or takes a bonus action to end the effect.","Children of the Night (1/Day). The vampire magically calls 2d4 swarms of bats or rats, provided that the sun isn't up. While outdoors, the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds, acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour, until the vampire dies, or until the vampire dismisses them as a bonus action.",,,,,,Move.The vampire moves up to its speed without provoking opportunity attacks.,Unarmed Strike.The vampire makes one unarmed strike.,Bite (Costs 2 Actions).The vampire makes one bite attack.,,
290,Vampire Spawn,Medium,Undead,neutral evil,15,82,16,3,16,3,16,3,11,0,10,0,12,1,"Darkvision 60 Ft., passive Perception 13",The Languages It Knew In Life,5,,+6,,,+3,,30,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,"Regeneration. The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn. | Spider Climb. The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. | Vampire Weaknesses. The vampire has the following flaws: Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants. Harmed by Running Water. The vampire takes 20 acid damage when it ends its turn in running water. Stake to the Heart. The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place. Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","Multiattack. The vampire makes two attacks, only one of which can be a bite attack.","Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. Hit: (1d6 + 3) piercing damage plus (2d6)necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0","Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13)",,,,,,,,,,,,
291,Veteran,Medium,Humanoid (any race),any alignment,17,58,16,3,13,1,14,2,10,0,11,0,10,0,passive Perception 12,Any One Language (Usually Common),3,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.","Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d10 + 3) slashing damage. two handed","Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d8 + 3) slashing damage. one handed","Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d6 + 3) piercing damage.","Heavy Crossbow. Ranged Weapon Attack: +3 to hit, reach 100/400 ft., one target. Hit: (1d10 + 1) piercing damage.",,,,,,,,,,
292,Violet Fungus,Medium,Plant,unaligned,5,18,3,-4,1,-5,10,0,1,-5,3,-4,1,-5,"Blindsight 30 Ft. (Blind Beyond This Radius), passive Perception 6",,1/4,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"False Appearance. While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.",Multiattack. The fungus makes 1d4 Rotting Touch attacks.,"Rotting Touch. Melee Weapon Attack: +2 to hit, reach 10 ft., one creature. Hit: (1d8) necrotic damage.",,,,,,,,,,,,,
293,Vrock,Large,Fiend (demon),chaotic evil,15,104,17,3,15,2,18,4,8,-1,13,1,8,-1,"Darkvision 120 Ft., passive Perception 11","Abyssal, Telepathy 120 Ft.",6,,+5,,,+4,+2,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magic Resistance. The vrock has advantage on saving throws against spells and other magical effects.,Multiattack. The vrock makes two attacks: one with its beak and one with its talons.,"Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d6 + 3) piercing damage.","Talons. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d10 + 3) slashing damage.","Spores (Recharge 6). A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.",Stunning Screech (1/Day). The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn.,,,,,,,,,,
294,Vulture,Medium,Beast,unaligned,10,5,7,-2,10,0,13,1,2,-4,12,1,4,-3,passive Perception 13,,0,,,,,,,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keen Sight and Smell. The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell. | Pack Tactics. The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.,"Beak. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: (1d4) piercing damage.",,,,,,,,,,,,,,
295,Warhorse,Large,Beast,unaligned,11,19,18,4,12,1,13,1,2,-4,12,1,7,-2,,,1/2,,,,,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trampling Charge. If the horse moves at least 20 ft. straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.","Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d6 + 4) bludgeoning damage.",,,,,,,,,,,,,,
296,Warhorse Skeleton,Large,Undead,lawful evil,13,22,18,4,12,1,15,2,2,-4,8,-1,5,-3,"Darkvision 60 Ft., passive Perception 9",,1/2,,,,,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d6 + 4) bludgeoning damage.",,,,,,,,,,,,,,
297,Water Elemental,Large,Elemental,neutral,14,114,18,4,14,2,18,4,5,-3,10,0,8,-1,"Darkvision 60 Ft., passive Perception 10",Aquan,5,,,,,,,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Water Form. The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing. | Freeze. If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 ft. until the end of its next turn.",Multiattack. The elemental makes two slam attacks.,"Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d8 + 4) bludgeoning damage.","Whelm (Recharge 4-6). Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.",,,,,,,,,,,,
298,Weasel,Tiny,Beast,unaligned,13,1,3,-4,16,3,8,-1,2,-4,12,1,3,-4,passive Perception 13,,0,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keen Hearing and Smell. The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: (1d1) piercing damage.",,,,,,,,,,,,,,
299,Werebear,Medium,Humanoid (human,shapechanger),10,135,19,4,10,0,17,3,11,0,12,1,12,1,passive Perception 17,Common (Can't Speak In Bear Form),5,,,,,,,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shapechanger. The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it. is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Smell. The werebear has advantage on WisGlom (Perception) checks that rely on smell.","Multiattack. In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.","Bite (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with were bear lycanthropy","Claw (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d8 + 4) slashing damage.","Greataxe (Humanoid or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (1d12 + 4) slashing damage.",,,,,,,,,,,
300,Wereboar,Medium,Humanoid (human,shapechanger),10,78,17,3,10,0,15,2,10,0,11,0,8,-1,passive Perception 12,Common (Can't Speak In Boar Form),4,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shapechanger. The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Charge (Boar or Hybrid Form Only). If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone. | Relentless (Recharges after a Short or Long Rest). If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.","Multiattack (Humanoid or Hybrid Form Only). The wereboar makes two attacks, only one of which can be with its tusks.","Maul (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (2d6 + 3) bludgeoning damage.","Tusks (Boar or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy",,,,,,,,,,,,
301,Wererat,Medium,Humanoid (human,shapechanger),12,33,10,0,15,2,12,1,11,0,10,0,8,-1,"Darkvision 60 Ft. (Rat Form Only), passive Perception 12",Common (Can't Speak In Rat Form),2,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shapechanger. The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Smell. The wererat has advantage on Wisdom (Perception) checks that rely on smell.","Multiattack (Humanoid or Hybrid Form Only). The wererat makes two attacks, only one of which can be a bite.","Bite (Rat or Hybrid Form Only).. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy","Shortsword (Humanoid or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d6 + 2) piercing damage.","Hand Crossbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, reach 30/120 ft., one target. Hit: (1d6 + 2) piercing damage.",,,,,,,,,,,
302,Weretiger,Medium,Humanoid (human,shapechanger),12,120,17,3,15,2,16,3,10,0,13,1,11,0,"Darkvision 60 Ft., passive Perception 15",Common (Can't Speak In Tiger Form),4,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shapechanger. The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Hearing and Smell. The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pounce (Tiger or Hybrid Form Only). If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action.","Multiattack (Humanoid or Hybrid Form Only). In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks.","Bite (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy","Claw (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d8 + 3) slashing damage.","Scimitar (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d6 + 3) slashing damage.","Longbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, reach 150/600 ft., one target. Hit: (1d8 + 2) piercing damage.",,,,,,,,,,
303,Werewolf,Medium,Humanoid (human,shapechanger),11,58,15,2,13,1,14,2,10,0,11,0,10,0,passive Perception 14,Common (Can't Speak In Wolf Form),3,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shapechanger. The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Hearing and Smell. The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.",Multiattack (Humanoid or Hybrid Form Only). The werewolf makes two attacks: one with its bite and one with its claws or spear.,"Bite (Wolf or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy","Claws (Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (2d4 + 2) slashing damage.","Spear (Humanoid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d8 + 2) piercing damage. two handed","Spear (Humanoid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d6 + 2) piercing damage.","Spear (Humanoid Form Only). Ranged Weapon Attack: +4 to hit, reach 20/60 ft., one creature. Hit: (1d6 + 2) piercing damage.",,,,,,,,,
304,White Dragon Wyrmling,Medium,Dragon,chaotic evil,16,32,14,2,10,0,14,2,5,-3,10,0,11,0,"Blindsight 10 Ft., Darkvision 60 Ft., passive Perception 14",Draconic,2,,+2,+4,,+2,+2,30,30,60,0,15,0,0,4,2,0,0,0,0,0,0,0,0,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d10 + 2) piercing damage plus (1d4)cold damage.","Cold Breath (Recharge 5-6). The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,,,
305,Wight,Medium,Undead,neutral evil,14,45,15,2,14,2,16,3,10,0,13,1,15,2,"Darkvision 60 Ft., passive Perception 13",The Languages It Knew In Life,3,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sunlight Sensitivity. While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",Multiattack. The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack.,"Life Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time","Longsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d10 + 2) slashing damage. two handed","Longsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d8 + 2) slashing damage. one handed","Longbow. Ranged Weapon Attack: +4 to hit, reach 150/600 ft., one target. Hit: (1d8 + 2) piercing damage.",,,,,,,,,,
